id,vurdering,type,navn,område,koordinater,begrundelse,vurderet,kategorier,score,antal_objekter,tæt_på_spot,auto_koordinater,osm,osm_status,fundet
k-way360542237,,,,Vilslev Spang,,,,bro,1.0,1,,"55.3950142, 8.7129904",way/360542237,ok,2026-09-24
k-way360618032,,,,Korsør,,,,bro,1.0,3,,"55.3265660, 11.1295897",way/360618032 way/381162873 way/381163532,ok,2026-09-24
k-way36253162,,,Barsö,Barsø,,,,bro,1.0,5,,"55.1190426, 9.5507506",way/36253162 way/910769676 way/910769677 way/910769678 way/910769679,ok,2026-09-24
k-way363728036,,,,Rungsted,,,,bro,1.0,3,,"55.8839728, 12.5492706",way/363728036 way/913715388 way/914538382,ok,2026-09-24
k-way363982880,,,,Øster Hurup,,,,bro,1.0,4,,"56.8041578, 10.2824581",way/363982880 way/363983322 way/363983324 way/363983325,ok,2026-09-24
k-way364951372,,,,Sortsø Strand,,,,bro,1.0,1,,"54.9354141, 11.9938083",way/364951372,ok,2026-09-24
k-way366082674,,,,Kisserup Strand,,,,bro,1.0,1,,"55.7903936, 11.7083684",way/366082674,ok,2026-09-24
k-way366889113,,,,Rørvig,,,,bro,1.0,1,,"55.9418832, 11.7568915",way/366889113,ok,2026-09-24
k-way366889123,,,,Nakkehage,,,,bro,1.0,2,,"55.9052782, 11.7521020",way/366889123 way/366889124,ok,2026-09-24
k-way366889125,,,,Nakkehage,,,,bro,1.0,2,,"55.9041874, 11.7501491",way/366889125 way/366889126,ok,2026-09-24
k-way366889138,,,,Bøsserup Huse,,,,bro,1.0,1,,"55.8754212, 11.6877108",way/366889138,ok,2026-09-24
k-way366889139,,,,Bøsserup Huse,,,,bro,1.0,1,,"55.8747879, 11.6899416",way/366889139,ok,2026-09-24
k-way366889140,,,,Bøsserup Huse,,,,bro,1.0,1,,"55.8733675, 11.6925383",way/366889140,ok,2026-09-24
k-way366889141,,,,Bøsserup Huse,,,,bro,1.0,1,,"55.8725626, 11.6940137",way/366889141,ok,2026-09-24
k-way366889142,,,,Bøsserup Huse,,,,bro,1.0,1,,"55.8700547, 11.6971108",way/366889142,ok,2026-09-24
k-way367044073,,,,Kysing Næs,,,,bro,1.0,1,,"56.0139806, 10.2703480",way/367044073,ok,2026-09-24
k-way367330863,,,,Dragør,,,,bro,1.0,1,,"55.5978455, 12.6733167",way/367330863,ok,2026-09-24
k-way367503942,,,,Dragør,,,,bro,1.0,1,,"55.5935369, 12.6786561",way/367503942,ok,2026-09-24
k-way367513116,,,,Kastrup,,,,bro,1.0,1,,"55.6499147, 12.6482561",way/367513116,ok,2026-09-24
k-way368348820,,,,Skomagerhuse,,,,bro,1.0,1,,"54.8320039, 9.4247299",way/368348820,ok,2026-09-24
k-way368911507,,,,Solskrænten,,,,bro,1.0,1,,"54.9181462, 10.0451755",way/368911507,ok,2026-09-24
k-way369594739,,,,Christianshavn,,,,bro,1.0,1,,"55.6753866, 12.6016297",way/369594739,ok,2026-09-24
k-way370269926,,,,Østerbro,,,,bro,1.0,1,,"55.7103943, 12.5923697",way/370269926,ok,2026-09-24
k-way371632365,,,,Gåsehage,,,,bro,1.0,11,,"56.1498163, 10.6896116",way/371632365 way/371632367 way/371632376 way/371632379 way/371632382 way/371632387 way/371632395 way/371632403 way/371632405 way/371632410 way/371675846,ok,2026-09-24
k-way371632368,,,,Gåsehage,,,,bro,1.0,10,,"56.1507868, 10.6935993",way/371632368 way/371632372 way/371632383 way/371632389 way/371632390 way/371632402 way/371632407 way/371632408 way/371632411 way/371632413,ok,2026-09-24
k-way371632369,,,,Øerne,,,,bro,1.0,10,,"56.1534280, 10.6915777",way/371632369 way/371632373 way/371632375 way/371632377 way/371632380 way/371632384 way/371632391 way/371632398 way/371632412 way/371632414,ok,2026-09-24
k-way371632370,,,,Gåsehage,,,,bro,1.0,1,,"56.1503861, 10.6878789",way/371632370,ok,2026-09-24
k-way371632392,,,,Gåsehage,,,,bro,1.0,2,,"56.1497527, 10.6918172",way/371632392 way/371632399,ok,2026-09-24
k-way374251580,,,,Hadsund Syd,,,,bro,1.0,1,,"56.7093598, 10.1051430",way/374251580,ok,2026-09-24
k-way374613982,,,,Klitten,,,,bro,1.0,9,,"56.4064134, 10.9229916",way/374613982 way/448344443 way/448344444 way/448344446 way/712491316 way/712491317 way/712491320 way/712491321 way/712491324,ok,2026-09-24
k-way377264527,,,,Algestrup,,,,bro,1.0,2,,"55.6385841, 11.7051437",way/377264527 way/377289922,ok,2026-09-24
k-way378882461,,,Bøvlingbjerg Jollehavn,Bøvlingbjerg,,,,havn,1.0,1,,"56.4189230, 8.2030020",way/378882461,ok,2026-09-24
k-way378946742,,,,Hou,,,,bro,1.0,1,,"55.9194832, 10.2568388",way/378946742,ok,2026-09-24
k-way378946743,,,,Hou,,,,bro,1.0,1,,"55.9179588, 10.2565772",way/378946743,ok,2026-09-24
k-way378946744,,,,Hou,,,,bro,1.0,2,,"55.9168287, 10.2566461",way/378946744 way/378946745,ok,2026-09-24
k-way379098302,,,,Christianshavn,,,,bro,1.0,1,,"55.6776536, 12.5989557",way/379098302,ok,2026-09-24
k-way380911532,,,,Havnsø,,,,bro,1.0,3,,"55.7537573, 11.3251090",way/380911532 way/514760040 way/732687892,ok,2026-09-24
k-way381161042,,,Slip,Kalundborg,,,,slæbested,1.0,1,,"55.6773280, 11.0876708",way/381161042,ok,2026-09-24
k-way381164899,,,,Korsør,,,,bro,1.0,2,,"55.3310922, 11.1219478",way/381164899 way/381164900,ok,2026-09-24
k-way381453749,,,,Hellerup,,,,bro,1.0,6,,"55.7362421, 12.5830741",way/381453749 way/381453750 way/381454801 way/660433568 way/660433569 way/660433570,ok,2026-09-24
k-way381454800,,,,Hellerup,,,,bro,1.0,7,,"55.7409032, 12.5859632",way/381454800 way/382425843 way/458876978 way/458876981 way/458877008 way/458877010 way/914082667,ok,2026-09-24
k-way381454802,,,,Hellerup,,,,bro,1.0,1,,"55.7373634, 12.5833778",way/381454802,ok,2026-09-24
k-way38146661,,,,Smedeby,,,,bro,1.0,2,,"54.8426992, 9.3928234",way/38146661 way/38146662,ok,2026-09-24
k-way382351976,,,,Niverød,,,,bro,1.0,1,,"55.9439725, 12.4850241",way/382351976,ok,2026-09-24
k-way38236313,,,,Høruphav,,,,bro,1.0,2,,"54.9060548, 9.8887475",way/38236313 way/38236314,ok,2026-09-24
k-way382425839,,,,Hellerup,,,,bro,1.0,4,,"55.7395882, 12.5843385",way/382425839 way/382425840 way/458877005 way/458877007,ok,2026-09-24
k-way38245075,,,,Fynshav,,,,bro,1.0,2,,"54.9924729, 9.9870353",way/38245075 way/38245076,ok,2026-09-24
k-way383480324,,,,Virket,,,,bro,1.0,1,,"54.8431745, 11.9794701",way/383480324,ok,2026-09-24
k-way383657593,,,,Skovshoved,,,,bro,1.0,1,,"55.7624055, 12.6029992",way/383657593,ok,2026-09-24
k-way383657599,,,,Skovshoved,,,,bro,1.0,3,,"55.7607319, 12.6035541",way/383657599 way/914082646 way/914082698,ok,2026-09-24
k-way383990346,,,,Købingsmark Strand,,,,bro,1.0,2,,"55.0792795, 9.7190356",way/383990346 way/383990349,ok,2026-09-24
k-way386640276,,,,Nørresundby,,,,bro,1.0,1,,"57.0570014, 9.9190453",way/386640276,ok,2026-09-24
k-way387036753,,,,Virksund,,,,bro,1.0,1,,"56.6053014, 9.2921805",way/387036753,ok,2026-09-24
k-way38776128,,,C,Gedser,,,,bro,1.0,4,,"54.5808396, 11.9223625",way/38776128 way/38776129 way/38776130 way/524065755,ok,2026-09-24
k-way38776132,,,,Gedser,,,,bro,1.0,1,,"54.5799294, 11.9209225",way/38776132,ok,2026-09-24
k-way389351674,,,,Viborg,,,,bro,1.0,1,,"56.4374206, 9.4059931",way/389351674,ok,2026-09-24
k-way38982137,,,,Sundbyøster,,,,bro,1.0,1,,"55.6584251, 12.6447350",way/38982137,ok,2026-09-24
k-way38991597,,,,Rosnæs,,,,bro,1.0,3,,"54.8336251, 11.1237351",way/38991597 way/38991600 way/38991601,ok,2026-09-24
k-way38991602,,,,Færgeland,,,,bro,1.0,2,,"54.8317016, 11.1293657",way/38991602 way/38991603,ok,2026-09-24
k-way391707940,,,,Hvide Sande,,,,bro,1.0,9,,"55.9983963, 8.1324269",way/391707940 way/391707941 way/910312019 way/910312025 way/910312026 way/910312027 way/910312028 way/910312029 way/910312030,ok,2026-09-24
k-way393003659,,,,Ny Frederiksdal,,,,bro,1.0,1,,"55.7744509, 12.4625681",way/393003659,ok,2026-09-24
k-way393003664,,,,Ny Frederiksdal,,,,bro,1.0,1,,"55.7742797, 12.4654085",way/393003664,ok,2026-09-24
k-way394905658,,,,Sortsø Strand,,,,bro,1.0,1,,"54.9291858, 11.9951491",way/394905658,ok,2026-09-24
k-way395140594,,,,Drejet,,,,bro,1.0,1,,"55.3614862, 10.7891339",way/395140594,ok,2026-09-24
k-way396710269,,,Vigehavnen,Svaneke,,,,havn,1.0,1,,"55.1393583, 15.1402654",way/396710269,ok,2026-09-24
k-way400618644,,,,Trelde,,,,bro,1.0,1,,"55.6246756, 9.7878841",way/400618644,ok,2026-09-24
k-way400618646,,,,Lyng,,,,bro,1.0,4,,"55.5180655, 9.7347026",way/400618646 way/400618655 way/400618661 way/400618668,ok,2026-09-24
k-way400618647,,,,Erritsø Strand,,,,bro,1.0,1,,"55.5380457, 9.7329885",way/400618647,ok,2026-09-24
k-way400618649,,,,Skovhave,,,,bro,1.0,2,,"55.5363643, 9.7337441",way/400618649 way/400618662,ok,2026-09-24
k-way400618650,,,,Erritsø Strand,,,,bro,1.0,2,,"55.5416317, 9.7316592",way/400618650 way/400618664,ok,2026-09-24
k-way400618653,,,,Skovhave,,,,bro,1.0,2,,"55.5314546, 9.7368361",way/400618653 way/400618657,ok,2026-09-24
k-way400618654,,,,Sanddal,,,,bro,1.0,2,,"55.5458372, 9.7295809",way/400618654 way/400618671,ok,2026-09-24
k-way400618659,,,,Nyhave Huse,,,,bro,1.0,2,,"55.5226456, 9.7422107",way/400618659 way/400618667,ok,2026-09-24
k-way400618660,,,,Erritsø Strand,,,,bro,1.0,1,,"55.5390995, 9.7323525",way/400618660,ok,2026-09-24
k-way400618663,,,,Lyng,,,,bro,1.0,1,,"55.5190867, 9.7411594",way/400618663,ok,2026-09-24
k-way400618665,,,,Lyng,,,,bro,1.0,1,,"55.5176881, 9.7316873",way/400618665,ok,2026-09-24
k-way400618669,,,,Nyhave Huse,,,,bro,1.0,1,,"55.5303205, 9.7376658",way/400618669,ok,2026-09-24
k-way401613384,,,,Indre By,,,,bro,1.0,2,,"55.6798887, 12.5950805",way/401613384 way/43113387,ok,2026-09-24
k-way402105814,,,,Sandager Næs,,,,bro,1.0,1,,"55.3321488, 9.8772192",way/402105814,ok,2026-09-24
k-way402138517,,,,Assens,,,,bro,1.0,1,,"55.2643205, 9.8811716",way/402138517,ok,2026-09-24
k-way402138518,,,,Assens,,,,bro,1.0,1,,"55.2693989, 9.8810899",way/402138518,ok,2026-09-24
k-way40401584,,,,Løkken,,,,bro,1.0,1,,"57.3722395, 9.7031910",way/40401584,ok,2026-09-24
k-way40525082,,,,Christianshavn,,,,bro,1.0,1,,"55.6742074, 12.5870570",way/40525082,ok,2026-09-24
k-way40525085,,,,Christianshavn,,,,bro,1.0,2,,"55.6722232, 12.5806970",way/40525085 way/920683612,ok,2026-09-24
k-way405738931,,,,Strandhuse,,,,bro,1.0,1,,"55.0471731, 10.5974778",way/405738931,ok,2026-09-24
k-way40583226,,,,Fårup,,,,bro,1.0,1,,"55.7349727, 9.3952029",way/40583226,ok,2026-09-24
k-way407266176,,,,Nybro,,,,bro,1.0,2,,"55.7734942, 12.4703787",way/407266176 way/408828404,ok,2026-09-24
k-way407485338,,,,Vesterø Havn,,,,bro,1.0,1,,"57.2974407, 10.9242956",way/407485338,ok,2026-09-24
k-way407488883,,,,Vesterø Havn,,,,bro,1.0,1,,"57.2960062, 10.9229510",way/407488883,ok,2026-09-24
k-way407497131,,,,Østerby Havn,,,,bro,1.0,3,,"57.3207695, 11.1250409",way/407497131 way/407497135 way/407497138,ok,2026-09-24
k-way407521427,,,,Vesterø Havn,,,,bro,1.0,1,,"57.3614150, 10.9228850",way/407521427,ok,2026-09-24
k-way408163526,,,,Anholt,,,,bro,1.0,3,,"56.7162292, 11.5103576",way/408163526 way/408163527 way/921725353,ok,2026-09-24
k-way408828403,,,,Ny Frederiksdal,,,,bro,1.0,1,,"55.7708060, 12.4490490",way/408828403,ok,2026-09-24
k-way408828411,,,Rigatta,Frederiksdal,,,,bro,1.0,1,,"55.7730476, 12.4423077",way/408828411,ok,2026-09-24
k-way409322115,,,,Strandby,,,,bro,1.0,2,,"57.4939959, 10.5059119",way/409322115 way/853712197,ok,2026-09-24
k-way409426098,,,,Horne Sommerland,,,,bro,1.0,2,,"55.0897020, 10.1253898",way/409426098 way/409426100,ok,2026-09-24
k-way409426101,,,,Horne Sommerland,,,,bro,1.0,1,,"55.0883264, 10.1228317",way/409426101,ok,2026-09-24
k-way40945703,,,Stenbideren,Åstrup,,,,bro,1.0,9,,"56.2445719, 10.3401455",way/40945703 way/40945705 way/40945711 way/40945712 way/40945713 way/40954159 way/531687654 way/89674664 way/93624862,ok,2026-09-24
k-way40945714,,,Tessa,Åstrup,,,,bro,1.0,4,,"56.2422160, 10.3387996",way/40945714 way/40945715 way/40945721 way/47281926,ok,2026-09-24
k-way40953590,,,Niels Juel,Åstrup,,,,bro,1.0,2,,"56.2428370, 10.3408602",way/40953590 way/531687624,ok,2026-09-24
k-way40960152,,,,Åstrup,,,,bro,1.0,2,,"56.2458309, 10.3392095",way/40960152 way/95510235,ok,2026-09-24
k-way409976639,på kortet,,,Kerteminde,,,,bro,1.0,8,kerteminde-havn,"55.4547913, 10.6662076",way/409976639 way/409976643 way/409976645 way/601154358 way/601154359 way/601154364 way/601154365 way/601154366,ok,2026-09-24
k-way410882718,,,,Brøndby Strand,,,,bro,1.0,3,,"55.6135424, 12.3997354",way/410882718 way/949086726 way/963693812,ok,2026-09-24
k-way414675572,,,,Strandby,,,,bro,1.0,2,,"55.4704004, 8.4258143",way/414675572 way/414675577,ok,2026-09-24
k-way414675575,,,,Strandby,,,,bro,1.0,2,,"55.4711326, 8.4281746",way/414675575 way/414675578,ok,2026-09-24
k-way414825468,,,,Skodsborg,,,,bro,1.0,1,,"55.8321650, 12.5744658",way/414825468,ok,2026-09-24
k-way41563323,,,,Rødvig,,,,bro,1.0,2,,"55.2530397, 12.3757493",way/41563323 way/41563326,ok,2026-09-24
k-way416904597,,,,Strandhuse,,,,bro,1.0,7,,"55.0498416, 10.6003035",way/416904597 way/416904600 way/419436091 way/419436093 way/488441686 way/650996502 way/650996503,ok,2026-09-24
k-way420016448,,,,Gåbense,,,,bro,1.0,1,,"54.9416448, 11.8737893",way/420016448,ok,2026-09-24
k-way420741847,,,,Rudegård,,,,bro,1.0,2,,"55.8246842, 12.4498276",way/420741847 way/420741849,ok,2026-09-24
k-way421149638,,,,Styrt-om,,,,bro,1.0,1,,"55.0248510, 9.4415548",way/421149638,ok,2026-09-24
k-way421149639,,,,Styrt-om,,,,bro,1.0,6,,"55.0255467, 9.4449356",way/421149639 way/421149640 way/96634756 way/96634757 way/96634769 way/96634777,ok,2026-09-24
k-way421179063,,,,Store Darum,,,,bro,1.0,1,,"55.4286658, 8.6431926",way/421179063,ok,2026-09-24
k-way421467534,,,,Gammel Orehoved,,,,bro,1.0,1,,"54.9584368, 11.8433914",way/421467534,ok,2026-09-24
k-way421467535,,,,Orehoved,,,,bro,1.0,1,,"54.9573990, 11.8489559",way/421467535,ok,2026-09-24
k-way422064462,,,,,,,,bro,1.0,1,,"55.6656427, 12.7761637",way/422064462,ok,2026-09-24
k-way424285569,,,,Tisvilde Ry,,,,bro,1.0,2,,"56.0050807, 12.0672511",way/424285569 way/903702561,ok,2026-09-24
k-way42503944,,,,Fastrup,,,,bro,1.0,1,,"56.0423981, 10.0725274",way/42503944,ok,2026-09-24
k-way425070163,,,,Ny Stavnsbøl,,,,bro,1.0,1,,"54.9394098, 9.8578241",way/425070163,ok,2026-09-24
k-way425831571,,,,Sydbyen,,,,bro,1.0,31,,"56.1589673, 9.5621167",way/425831571 way/425831572 way/425831574 way/425831575 way/425831578 way/425831580 way/425831582 way/425831583 way/425831584 way/425831585 way/425831586 way/425831587 way/425831588 way/425831589 way/425831590 way/425831591 way/425831592 way/425831593 way/425831594 way/425831596 way/425831597 way/425831598 way/425831599 way/425831601 way/425831602 way/425833183 way/425833184 way/425833193 way/425833194 way/425833196 way/425833198,ok,2026-09-24
k-way426584288,,,,Århusbakken,,,,bro,1.0,20,,"56.1613189, 9.5611137",way/426584288 way/426584321 way/904993140 way/905281720 way/905281721 way/905281722 way/905281723 way/905281724 way/905281725 way/905281726 way/905281727 way/905281728 way/905281729 way/905281730 way/905281731 way/905281732 way/905281733 way/905281734 way/905281735 way/905281736,ok,2026-09-24
k-way426746028,,,,Vallensbæk,,,,bro,1.0,1,,"55.6073179, 12.3922558",way/426746028,ok,2026-09-24
k-way427510443,på kortet,,,Aabenraa,,,,bro,1.0,2,spot-18,"55.0424101, 9.4301056",way/427510443 way/427510444,ok,2026-09-24
k-way429448541,,,,Espergærde,,,,bro,1.0,4,,"55.9924755, 12.5634229",way/429448541 way/429448545 way/429448754 way/429448755,ok,2026-09-24
k-way429455411,,,,Kastrup,,,,bro,1.0,1,,"55.6424508, 12.6497709",way/429455411,ok,2026-09-24
k-way429455997,,,,Kastrup,,,,bro,1.0,1,,"55.6413214, 12.6521400",way/429455997,ok,2026-09-24
k-way429473024,,,,Køge,,,,bro,1.0,1,,"55.4685082, 12.1936864",way/429473024,ok,2026-09-24
k-way429900566,,,,Svejbæk,,,,bro,1.0,2,,"56.1186721, 9.6520387",way/429900566 way/429900568,ok,2026-09-24
k-way429900569,,,,Svejbæk,,,,bro,1.0,2,,"56.1246881, 9.6420368",way/429900569 way/429900570,ok,2026-09-24
k-way429900575,,,,Svejbæk,,,,bro,1.0,1,,"56.1213714, 9.6462101",way/429900575,ok,2026-09-24
k-way429900576,,,,Svejbæk,,,,bro,1.0,1,,"56.1255868, 9.6367627",way/429900576,ok,2026-09-24
k-way429900577,,,,Svejbæk,,,,bro,1.0,1,,"56.1235939, 9.6433676",way/429900577,ok,2026-09-24
k-way430038967,,,6,Helsingør,,,,bro,1.0,2,,"56.0429338, 12.6123087",way/430038967 way/430059901,ok,2026-09-24
k-way430119264,,,,Hundested,,,,bro,1.0,1,,"55.9637560, 11.8425051",way/430119264,ok,2026-09-24
k-way430119481,,,,Hundested,,,,bro,1.0,2,,"55.9632863, 11.8465711",way/430119481 way/430119488,ok,2026-09-24
k-way430247471,,,,Næsdal Plantage,,,,bro,1.0,2,,"55.8051845, 11.4907740",way/430247471 way/430247472,ok,2026-09-24
k-way43108684,,,,Gentofte,,,,bro,1.0,1,,"55.7459747, 12.5378898",way/43108684,ok,2026-09-24
k-way43109740,,,,Taarbæk,,,,bro,1.0,5,,"55.7838205, 12.5941532",way/43109740 way/43109742 way/662840347 way/662840348 way/914082664,ok,2026-09-24
k-way43113379,,,,Indre By,,,,bro,1.0,1,,"55.6815665, 12.5991100",way/43113379,ok,2026-09-24
k-way43113381,,,,Indre By,,,,bro,1.0,2,,"55.6833315, 12.6060381",way/43113381 way/436182959,ok,2026-09-24
k-way431330150,,,,Bogens Strand,,,,bro,1.0,1,,"56.2119119, 10.5736860",way/431330150,ok,2026-09-24
k-way4327240,på kortet,,A,Sankt Agnes Huse,,,,bro,1.0,1,spot-9,"55.6513436, 12.0773308",way/4327240,ok,2026-09-24
k-way432989679,,,,Yderby Lyng,,,,bro,1.0,1,,"55.9749398, 11.3068049",way/432989679,ok,2026-09-24
k-way43308603,på kortet,,,Veddelev,,,,bro,1.0,4,spot-10,"55.6793679, 12.0695509",way/43308603 way/567647106 way/567647107 way/567647109,ok,2026-09-24
k-way433256800,,,Slipshavn slæbested,Nyborg,,,,slæbested,1.0,1,,"55.2864829, 10.8286448",way/433256800,ok,2026-09-24
k-way433866929,,,Bøgebjerg Strand slæbested,Bøgebjerg Strand,,,,slæbested,1.0,1,,"55.5204813, 10.7067691",way/433866929,ok,2026-09-24
k-way435217094,,,,Klintehuse,,,,bro,1.0,1,,"55.9430395, 11.6194806",way/435217094,ok,2026-09-24
k-way436156067,,,,Haverslev,,,,bro,1.0,1,,"57.0297341, 9.4007031",way/436156067,ok,2026-09-24
k-way437169534,,,,Tårup,,,,bro,1.0,1,,"56.4427074, 10.3492697",way/437169534,ok,2026-09-24
k-way437884067,,,,Kalundborg,,,,bro,1.0,5,,"55.6645215, 11.0858812",way/437884067 way/437884074 way/437884076 way/437885053 way/437885054,ok,2026-09-24
k-way43914593,,,,Birkhede,,,,bro,1.0,2,,"56.1078785, 9.7216127",way/43914593 way/903356400,ok,2026-09-24
k-way439383628,,,,Arnager,,,,bro,1.0,1,,"55.0523897, 14.7768354",way/439383628,ok,2026-09-24
k-way440207115,,,,Stranderød,,,,bro,1.0,2,,"54.8806546, 9.5433581",way/440207115 way/440207116,ok,2026-09-24
k-way440207118,,,,Knudsmade,,,,bro,1.0,1,,"54.8795336, 9.5355792",way/440207118,ok,2026-09-24
k-way442486896,,,,Vellerup Sommerby,,,,bro,1.0,3,,"55.7477710, 11.8558855",way/442486896 way/442486897 way/442486899,ok,2026-09-24
k-way443061412,på kortet,,,Ballonparken,,,,bro,1.0,1,kalvebod-boelge,"55.6657663, 12.5740686",way/443061412,ok,2026-09-24
k-way443145010,,,,Vindø,,,,bro,1.0,2,,"56.6378046, 9.8120311",way/443145010 way/443145011,ok,2026-09-24
k-way443182222,,,,Vindø,,,,bro,1.0,1,,"56.6394992, 9.8275591",way/443182222,ok,2026-09-24
k-way444260232,,,,Thorsminde,,,,bro,1.0,1,,"56.3716801, 8.1219530",way/444260232,ok,2026-09-24
k-way444429483,,,,Grevinge Bakker,,,,bro,1.0,1,,"55.8111406, 11.5691678",way/444429483,ok,2026-09-24
k-way444788803,,,,Hasselø By,,,,bro,1.0,1,,"54.7261245, 11.8731363",way/444788803,ok,2026-09-24
k-way444825067,,,,Tyvmose,,,,bro,1.0,1,,"56.1025125, 8.1293039",way/444825067,ok,2026-09-24
k-way445107282,på kortet,,,Skanderborg,,,,bro,1.0,8,skanderborg-bybad,"56.0341149, 9.9348775",way/445107282 way/901932272 way/901932273 way/901932274 way/901932275 way/901932276 way/901932277 way/901932278,ok,2026-09-24
k-way446918265,,,,Vilsund Øst,,,,bro,1.0,2,,"56.8847028, 8.6361064",way/446918265 way/446918266,ok,2026-09-24
k-way447100130,,,Sønderborg Havn,Sønderborg,,,,havn,1.0,1,,"54.9087448, 9.7845285",way/447100130,ok,2026-09-24
k-way447103545,,,,Gundestrup,,,,bro,1.0,1,,"55.7823334, 11.6013656",way/447103545,ok,2026-09-24
k-way447452123,,,,Orehoved,,,,bro,1.0,1,,"54.9568547, 11.8530347",way/447452123,ok,2026-09-24
k-way447945525,,,,Sjælsmark,,,,bro,1.0,2,,"55.8707355, 12.4345997",way/447945525 way/447945527,ok,2026-09-24
k-way447945526,,,,Sjælsmark,,,,bro,1.0,2,,"55.8714768, 12.4276533",way/447945526 way/447945531,ok,2026-09-24
k-way447945529,,,,Sjælsmark,,,,bro,1.0,1,,"55.8712310, 12.4297025",way/447945529,ok,2026-09-24
k-way448937393,,,,Ejlstrup Huse,,,,bro,1.0,4,,"55.4833234, 11.7432657",way/448937393 way/448937397 way/449122539 way/449124799,ok,2026-09-24
k-way448937394,,,,Estrup,,,,bro,1.0,3,,"55.4835628, 11.7413821",way/448937394 way/448937395 way/449123933,ok,2026-09-24
k-way448937396,,,,Ejlstrup Huse,,,,bro,1.0,1,,"55.4828019, 11.7453687",way/448937396,ok,2026-09-24
k-way448939479,,,,Haraldsted,,,,bro,1.0,1,,"55.4884022, 11.7627512",way/448939479,ok,2026-09-24
k-way448941802,,,,Valsømagle,,,,bro,1.0,1,,"55.4806338, 11.8333618",way/448941802,ok,2026-09-24
k-way448986586,,,,Haraldsted,,,,bro,1.0,1,,"55.4830465, 11.7826385",way/448986586,ok,2026-09-24
k-way449043950,,,,Ejlstrup Huse,,,,bro,1.0,1,,"55.4854626, 11.7507610",way/449043950,ok,2026-09-24
k-way449131564,,,,Haraldsted,,,,bro,1.0,1,,"55.4839700, 11.7661960",way/449131564,ok,2026-09-24
k-way449132077,,,,Haraldsted,,,,bro,1.0,1,,"55.4841265, 11.7719810",way/449132077,ok,2026-09-24
k-way449222897,,,,Nybølle,,,,bro,1.0,1,,"55.7115505, 12.2415347",way/449222897,ok,2026-09-24
k-way450128286,,,Fiskerhavnen,Ørestad,,,,havn,1.0,1,,"55.6420368, 12.5430534",way/450128286,ok,2026-09-24
k-way454190031,,,,Laven,,,,bro,1.0,1,,"56.1221298, 9.7038225",way/454190031,ok,2026-09-24
k-way454190032,,,,Laven,,,,bro,1.0,9,,"56.1234389, 9.7129164",way/454190032 way/454190033 way/454190034 way/454190035 way/454190036 way/901504932 way/901504933 way/901504934 way/901533895,ok,2026-09-24
k-way454705313,på kortet,,,Hobro,,,,bro,1.0,1,hobro-roklub,"56.6387569, 9.8040022",way/454705313,ok,2026-09-24
k-way454730409,på kortet,,,Struer,,,,bro,1.0,1,spot-17,"56.4932404, 8.5946207",way/454730409,ok,2026-09-24
k-way457328928,,,,Elling,,,,bro,1.0,1,,"57.4736613, 10.4992463",way/457328928,ok,2026-09-24
k-way458323038,,,,Borgsted,,,,bro,1.0,1,,"54.9021383, 12.1173667",way/458323038,ok,2026-09-24
k-way460920283,,,,Stigsborg,,,,bro,1.0,1,,"57.0535465, 9.9359679",way/460920283,ok,2026-09-24
k-way46138500,,,,Haderslev,,,,bro,1.0,3,,"55.2491370, 9.5035166",way/46138500 way/46138501 way/46138502,ok,2026-09-24
k-way46138503,,,,Haderslev,,,,bro,1.0,1,,"55.2473921, 9.4953298",way/46138503,ok,2026-09-24
