id,vurdering,type,navn,område,koordinater,begrundelse,vurderet,kategorier,score,antal_objekter,tæt_på_spot,auto_koordinater,osm,osm_status,fundet
k-way1162980085,,,,Stavnsholt,,,,bro,1.0,1,,"55.8231853, 12.3904852",way/1162980085,ok,2026-09-24
k-way116433522,,,,Barsø Landing,,,,bro,1.0,1,,"55.1193747, 9.4954706",way/116433522,ok,2026-09-24
k-way1164395425,,,,Sankt Jørgensmark,,,,bro,1.0,1,,"55.4073718, 10.4058778",way/1164395425,ok,2026-09-24
k-way1164792434,,,,Dania,,,,bro,1.0,5,,"56.6908754, 10.0571585",way/1164792434 way/1164792435 way/1164792437 way/1164792438 way/1164792439,ok,2026-09-24
k-way1164792436,,,,Dania,,,,bro,1.0,1,,"56.6903482, 10.0589019",way/1164792436,ok,2026-09-24
k-way116537095,,,,Juelsminde,,,,bro,1.0,1,,"55.7158881, 10.0135721",way/116537095,ok,2026-09-24
k-way1165569093,,,,Biskorup,,,,bro,1.0,1,,"55.4178310, 10.4307915",way/1165569093,ok,2026-09-24
k-way116660976,,,,Dalsgård,,,,bro,1.0,1,,"54.8922920, 9.5785624",way/116660976,ok,2026-09-24
k-way117101402,,,,Enø by,,,,bro,1.0,1,,"55.1732330, 11.6785636",way/117101402,ok,2026-09-24
k-way1174250250,,,,Sverkilstrup,,,,bro,1.0,1,,"55.9596300, 11.9591402",way/1174250250,ok,2026-09-24
k-way1175531191,,,,Odense,,,,bro,1.0,2,,"55.3919894, 10.3813940",way/1175531191 way/1175531192,ok,2026-09-24
k-way1175724166,,,,Tjørring,,,,slæbested,1.0,1,,"56.1584570, 8.9422900",way/1175724166,ok,2026-09-24
k-way1176005775,på kortet,,,Kerteminde,,,,bro,1.0,3,kerteminde-havn-2,"55.4519576, 10.6682499",way/1176005775 way/237099213 way/601154370,ok,2026-09-24
k-way1179916223,på kortet,,,Køge,,,,bro,1.0,2,koege-havn,"55.4696417, 12.2008169",way/1179916223 way/1179916224,ok,2026-09-24
k-way1180912583,,,,Thisted,,,,bro,1.0,1,,"56.9544457, 8.6950895",way/1180912583,ok,2026-09-24
k-way1181167116,,,,Harboøre,,,,bro,1.0,1,,"56.6140816, 8.1725952",way/1181167116,ok,2026-09-24
k-way118165253,,,,Frederiksberg,,,,bro,1.0,1,,"55.4198965, 11.5633933",way/118165253,ok,2026-09-24
k-way1181987979,,,,Sjelborg,,,,bro,1.0,1,,"55.5226183, 8.3534215",way/1181987979,ok,2026-09-24
k-way1183494854,,,,Esby,,,,bro,1.0,1,,"56.1115353, 10.5548542",way/1183494854,ok,2026-09-24
k-way1183732025,,,,Vesterlund,,,,bro,1.0,1,,"55.8078274, 8.2097751",way/1183732025,ok,2026-09-24
k-way1184552049,,,,Hattenæs,,,,bro,1.0,1,,"56.1402163, 9.5832897",way/1184552049,ok,2026-09-24
k-way1184783554,,,,Thyborøn,,,,bro,1.0,2,,"56.6877600, 8.2226047",way/1184783554 way/219772347,ok,2026-09-24
k-way1184841689,,,,Halkær,,,,bro,1.0,1,,"56.9172095, 9.5779002",way/1184841689,ok,2026-09-24
k-way118506509,,,,Thyborøn,,,,bro,1.0,1,,"56.6623805, 8.2158630",way/118506509,ok,2026-09-24
k-way1185234957,,,,Hvalpsund,,,,bro,1.0,1,,"56.7055188, 9.2014193",way/1185234957,ok,2026-09-24
k-way1185316345,,,,Korshøj,,,,bro,1.0,2,,"55.7123122, 9.6686563",way/1185316345 way/1500321027,ok,2026-09-24
k-way1185317078,,,,Korshøj,,,,bro,1.0,1,,"55.7108762, 9.6817440",way/1185317078,ok,2026-09-24
k-way1185721089,,,,Ans,,,,bro,1.0,1,,"56.3120676, 9.5900426",way/1185721089,ok,2026-09-24
k-way118606866,,,,Gammel Laven,,,,bro,1.0,3,,"56.1239797, 9.6765007",way/118606866 way/118606868 way/118606869,ok,2026-09-24
k-way118606867,på kortet,,,Gammel Laven,,,,bro,1.0,3,juulsborg,"56.1222643, 9.6833646",way/118606867 way/901461931 way/901461932,ok,2026-09-24
k-way1186165746,,,,Ballonparken,,,,bro,1.0,1,,"55.6614477, 12.5910163",way/1186165746,ok,2026-09-24
k-way1186237116,,,,Borre,,,,bro,1.0,1,,"56.3120720, 9.6695767",way/1186237116,ok,2026-09-24
k-way1186490972,,,,Als,,,,bro,1.0,1,,"56.7559153, 10.2995977",way/1186490972,ok,2026-09-24
k-way1186508869,,,,Haslevgårde Strand,,,,bro,1.0,1,,"56.7861978, 10.2853020",way/1186508869,ok,2026-09-24
k-way1186557384,,,,Barsø Landing,,,,bro,1.0,1,,"55.1144589, 9.5027846",way/1186557384,ok,2026-09-24
k-way1186557385,,,,Barsø Landing,,,,bro,1.0,1,,"55.1132418, 9.5036227",way/1186557385,ok,2026-09-24
k-way1186742750,,,,Glyngøre,,,,bro,1.0,1,,"56.7599430, 8.8730837",way/1186742750,ok,2026-09-24
k-way1186981460,,,,Virklund,,,,bro,1.0,5,,"56.1254148, 9.5335206",way/1186981460 way/1186981461 way/1186981462 way/1186981463 way/1186981464,ok,2026-09-24
k-way1186981465,,,,Virklund,,,,bro,1.0,12,,"56.1265308, 9.5340939",way/1186981465 way/1186981466 way/1186981467 way/1186981468 way/1186981469 way/1186981470 way/1186981471 way/1186981472 way/1186981473 way/1186981474 way/1186981475 way/1186981476,ok,2026-09-24
k-way1186981477,,,,Virklund,,,,bro,1.0,9,,"56.1271714, 9.5357665",way/1186981477 way/1186981478 way/1186981479 way/1186981480 way/1186981481 way/1186981482 way/1186981483 way/1186981484 way/1186981485,ok,2026-09-24
k-way1186981486,,,,Virklund,,,,bro,1.0,6,,"56.1280936, 9.5368084",way/1186981486 way/1186981487 way/1186981488 way/1186981489 way/1186981490 way/1186981491,ok,2026-09-24
k-way1186981492,,,,Virklund,,,,bro,1.0,3,,"56.1284148, 9.5387225",way/1186981492 way/1186981493 way/1186981494,ok,2026-09-24
k-way1186981495,,,,Virklund,,,,bro,1.0,5,,"56.1285804, 9.5411644",way/1186981495 way/1186981496 way/1186981497 way/1186981498 way/1186981499,ok,2026-09-24
k-way1186981500,,,,Virklund,,,,bro,1.0,4,,"56.1283383, 9.5437868",way/1186981500 way/1186981501 way/1186981502 way/1186981503,ok,2026-09-24
k-way1187423163,,,,Virklund,,,,bro,1.0,12,,"56.1279788, 9.5483439",way/1187423163 way/1187423164 way/1187423165 way/1187423166 way/1187423167 way/1187423168 way/967827053 way/967827054 way/967827055 way/967827056 way/967827057 way/967827058,ok,2026-09-24
k-way1187423169,,,,Virklund,,,,bro,1.0,4,,"56.1285411, 9.5503148",way/1187423169 way/1187423170 way/1187423171 way/1187423172,ok,2026-09-24
k-way1187423176,,,,Virklund,,,,bro,1.0,1,,"56.1284346, 9.5548100",way/1187423176,ok,2026-09-24
k-way118781109,,,,Hestehave,,,,bro,1.0,2,,"55.0627627, 10.3751574",way/118781109 way/545724012,ok,2026-09-24
k-way1188132564,,,,Voldby,,,,bro,1.0,2,,"56.1249043, 9.5763614",way/1188132564 way/1188404398,ok,2026-09-24
k-way1189505386,,,,Skærbæk,,,,bro,1.0,3,,"55.5122504, 9.6331590",way/1189505386 way/137149845 way/137149852,ok,2026-09-24
k-way1189736685,,,,Vesterbro,,,,bro,1.0,1,,"55.6503662, 12.5571315",way/1189736685,ok,2026-09-24
k-way118991394,,,,Kalundborg,,,,bro,1.0,1,,"55.6666212, 11.0910977",way/118991394,ok,2026-09-24
k-way1190159223,,,,Klosterfælled,,,,bro,1.0,2,,"56.0596644, 9.7182035",way/1190159223 way/1190159224,ok,2026-09-24
k-way1190175726,,,,Birgittelyst,,,,bro,1.0,1,,"56.4051677, 9.3858624",way/1190175726,ok,2026-09-24
k-way1190750161,,,,Holm,,,,bro,1.0,1,,"54.9607327, 9.4205421",way/1190750161,ok,2026-09-24
k-way1191233376,,,,Vesterbro,,,,bro,1.0,1,,"55.6556865, 12.5592898",way/1191233376,ok,2026-09-24
k-way1191246765,,,,Kongsgårde,,,,bro,1.0,1,,"56.1462965, 10.5182197",way/1191246765,ok,2026-09-24
k-way1191416916,,,,Hosby,,,,bro,1.0,1,,"55.7405392, 10.0431656",way/1191416916,ok,2026-09-24
k-way1191559704,,,,Holmsøre,,,,bro,1.0,1,,"56.5766772, 8.2864359",way/1191559704,ok,2026-09-24
k-way1191559705,,,,Gjellerodde,,,,bro,1.0,1,,"56.5805951, 8.2836753",way/1191559705,ok,2026-09-24
k-way1191916282,,,,Sminge,,,,bro,1.0,4,,"56.2138974, 9.6670492",way/1191916282 way/739846208 way/739846209 way/739846210,ok,2026-09-24
k-way1192335092,,,,Snaptun,,,,bro,1.0,6,,"55.8233880, 10.0510129",way/1192335092 way/1192335093 way/1192335094 way/1192335095 way/70142101 way/70142102,ok,2026-09-24
k-way1193132352,,,,Bøndergårde,,,,bro,1.0,1,,"56.1156514, 8.2330403",way/1193132352,ok,2026-09-24
k-way1193300313,,,,Resenbro,,,,bro,1.0,2,,"56.1943260, 9.6557651",way/1193300313 way/969588440,ok,2026-09-24
k-way1193300331,,,,Resenbro,,,,bro,1.0,2,,"56.1962049, 9.6533559",way/1193300331 way/903022413,ok,2026-09-24
k-way1193672477,,,,Egernsund,,,,bro,1.0,2,,"54.9094784, 9.6043145",way/1193672477 way/348746208,ok,2026-09-24
k-way1194551033,,,,Abildskov,,,,bro,1.0,1,,"55.2601062, 10.1789385",way/1194551033,ok,2026-09-24
k-way1195564924,,,,Skolevangen,,,,bro,1.0,8,,"56.1760332, 10.2317135",way/1195564924 way/1195564927 way/1198777394 way/1198777407 way/1198777409 way/1207505092 way/1293826058 way/934754817,ok,2026-09-24
k-way1195763065,,,,Ny Frederiksdal,,,,bro,1.0,4,,"55.7689862, 12.4574624",way/1195763065 way/1195763066 way/1195763067 way/408828405,ok,2026-09-24
k-way1196309519,,,,Løgstør,,,,bro,1.0,9,,"56.9655903, 9.2418871",way/1196309519 way/1196309521 way/1196309523 way/1196309525 way/495735330 way/495735335 way/495735336 way/495735337 way/706186315,ok,2026-09-24
k-way1196309528,,,,Løgstør,,,,bro,1.0,3,,"56.9642522, 9.2407664",way/1196309528 way/1196309529 way/495735338,ok,2026-09-24
k-way1198922553,,,,Ornum Strand,,,,bro,1.0,1,,"55.5482261, 11.1530717",way/1198922553,ok,2026-09-24
k-way119905554,,,,Hasselø Plantage,,,,bro,1.0,1,,"54.7310272, 11.8655719",way/119905554,ok,2026-09-24
k-way1199235476,,,,Kegnæsgård,,,,bro,1.0,2,,"54.8784415, 9.9799672",way/1199235476 way/1199235480,ok,2026-09-24
k-way1199454698,,,,Tebbestrup Kær,,,,bro,1.0,1,,"56.4577127, 10.0025172",way/1199454698,ok,2026-09-24
k-way1199454699,,,,Tebbestrup Kær,,,,bro,1.0,1,,"56.4581251, 9.9968764",way/1199454699,ok,2026-09-24
k-way1199499546,,,,Sletten,,,,bro,1.0,3,,"55.9475975, 12.5307473",way/1199499546 way/914082610 way/914082669,ok,2026-09-24
k-way1199499547,,,,Sletten,,,,bro,1.0,5,,"55.9462519, 12.5299661",way/1199499547 way/914082598 way/914082603 way/914082656 way/914082662,ok,2026-09-24
k-way119962132,,,,Kær,,,,bro,1.0,1,,"54.9455583, 9.8173831",way/119962132,ok,2026-09-24
k-way119999196,,,,Sønderborg,,,,bro,1.0,2,,"54.9173757, 9.7749767",way/119999196 way/119999199,ok,2026-09-24
k-way119999198,,,,Sønderborg,,,,bro,1.0,4,,"54.9115386, 9.7819154",way/119999198 way/349912053 way/903113482 way/903113483,ok,2026-09-24
k-way1201008597,,,,Kollund Strand,,,,bro,1.0,1,,"54.8382834, 9.4539093",way/1201008597,ok,2026-09-24
k-way1201148806,,,,Aarhus,,,,bro,1.0,3,,"56.1658679, 10.2321281",way/1201148806 way/1208844977 way/1225409614,ok,2026-09-24
k-way1201709482,,,,Stolbro,,,,bro,1.0,1,,"54.9800855, 9.8181025",way/1201709482,ok,2026-09-24
k-way1201853470,,,,Vester Gjerndrup,,,,bro,1.0,1,,"55.5186299, 9.0121735",way/1201853470,ok,2026-09-24
k-way1202005383,,,,Stolbro,,,,bro,1.0,1,,"54.9797283, 9.8204553",way/1202005383,ok,2026-09-24
k-way1202752577,,,,Lystrup,,,,bro,1.0,1,,"56.2371798, 10.2432540",way/1202752577,ok,2026-09-24
k-way120278035,,,,Langø,,,,bro,1.0,1,,"54.8385632, 11.0247794",way/120278035,ok,2026-09-24
k-way1202909449,,,,Østerbro,,,,bro,1.0,1,,"55.7054533, 12.5923316",way/1202909449,ok,2026-09-24
k-way1203870368,,,,Låsby,,,,bro,1.0,4,,"56.1521284, 9.8100374",way/1203870368 way/1204136953 way/1204136954 way/1204136956,ok,2026-09-24
k-way120393645,,,,Tved,,,,bro,1.0,1,,"55.4848618, 9.5103843",way/120393645,ok,2026-09-24
k-way1204136955,,,,Låsby,,,,bro,1.0,1,,"56.1509298, 9.8104681",way/1204136955,ok,2026-09-24
k-way1204638744,,,,Hinnum,,,,bro,1.0,1,,"55.7467418, 8.9766670",way/1204638744,ok,2026-09-24
k-way1204918261,,,,Mindegården,,,,bro,1.0,1,,"55.3656575, 9.6060788",way/1204918261,ok,2026-09-24
k-way1204918262,,,,Mindegården,,,,bro,1.0,1,,"55.3681924, 9.6101383",way/1204918262,ok,2026-09-24
k-way1204918263,,,,Hejlsminde,,,,bro,1.0,3,,"55.3641610, 9.6035176",way/1204918263 way/1204918267 way/1204918268,ok,2026-09-24
k-way1204918264,,,,Mindegården,,,,bro,1.0,1,,"55.3694033, 9.6124846",way/1204918264,ok,2026-09-24
k-way1204918265,,,,Teglgården,,,,bro,1.0,1,,"55.3712834, 9.6146728",way/1204918265,ok,2026-09-24
k-way1204919199,,,,Fitting,,,,bro,1.0,1,,"55.6086817, 9.1254644",way/1204919199,ok,2026-09-24
k-way1205148043,,,,Åbyhøj,,,,bro,1.0,2,,"56.1493701, 10.1668031",way/1205148043 way/1205148045,ok,2026-09-24
k-way1205173066,,,,Brabrand,,,,bro,1.0,2,,"56.1502527, 10.1005898",way/1205173066 way/1205173067,ok,2026-09-24
k-way1205400859,,,,Ballonparken,,,,bro,1.0,1,,"55.6581955, 12.5877164",way/1205400859,ok,2026-09-24
k-way1205490203,,,,Båring Ege,,,,bro,1.0,1,,"55.5104225, 9.9322048",way/1205490203,ok,2026-09-24
k-way1206117617,,,,Sundbyvester,,,,bro,1.0,1,,"55.6505016, 12.5850635",way/1206117617,ok,2026-09-24
k-way1206798470,,,,Viborg,,,,bro,1.0,1,,"56.4450299, 9.4097000",way/1206798470,ok,2026-09-24
k-way1206798476,,,,Viborg,,,,bro,1.0,1,,"56.4524344, 9.4186937",way/1206798476,ok,2026-09-24
k-way1206798482,på kortet,,,Houlkær,,,,bro,1.0,8,noerresoebadet-viborg,"56.4637732, 9.4240738",way/1206798482 way/1206798483 way/1206798484 way/1206798485 way/1206798486 way/1206798487 way/1206798488 way/1206798489,ok,2026-09-24
k-way1206798490,,,,Houlkær,,,,bro,1.0,5,,"56.4649888, 9.4249382",way/1206798490 way/1206798491 way/1206798492 way/1206798493 way/1206798494,ok,2026-09-24
k-way1206798495,,,,Houlkær,,,,bro,1.0,4,,"56.4661311, 9.4253329",way/1206798495 way/1206798496 way/1206798497 way/1206798498,ok,2026-09-24
k-way1206798499,,,,Houlkær,,,,bro,1.0,5,,"56.4672628, 9.4257485",way/1206798499 way/1206798500 way/1206798501 way/1206798502 way/1206798503,ok,2026-09-24
k-way1206798506,,,,Houlkær,,,,bro,1.0,4,,"56.4669784, 9.4347158",way/1206798506 way/1206798508 way/1206798509 way/1207112690,ok,2026-09-24
k-way1206826121,,,,Arnbjerg,,,,bro,1.0,1,,"56.4307929, 9.4124837",way/1206826121,ok,2026-09-24
k-way1206826277,,,,Arnbjerg,,,,bro,1.0,2,,"56.4325032, 9.4164134",way/1206826277 way/1206826278,ok,2026-09-24
k-way1206826279,,,,Arnbjerg,,,,bro,1.0,1,,"56.4335975, 9.4172207",way/1206826279,ok,2026-09-24
k-way120725196,,,,Sanddal,,,,bro,1.0,11,,"55.5543816, 9.7298222",way/120725196 way/120725197 way/120725198 way/120725199 way/145009218 way/145009219 way/158278836 way/202372547 way/202390728 way/202390729 way/742629605,ok,2026-09-24
k-way1207254777,,,,Lysgård,,,,bro,1.0,4,,"55.4123140, 12.2658665",way/1207254777 way/1207254780 way/1207254781 way/1207254787,ok,2026-09-24
k-way1207254783,,,,Lysgård,,,,bro,1.0,2,,"55.4113172, 12.2686631",way/1207254783 way/1207254784,ok,2026-09-24
k-way1207254785,,,,Strøby Egede,,,,bro,1.0,1,,"55.4139958, 12.2607140",way/1207254785,ok,2026-09-24
k-way1207255989,,,,Lysgård,,,,bro,1.0,1,,"55.4086414, 12.2782393",way/1207255989,ok,2026-09-24
k-way1207255990,,,,Strøby Ladeplads,,,,bro,1.0,2,,"55.4034957, 12.2937983",way/1207255990 way/1207255992,ok,2026-09-24
k-way1207255991,,,,Strøby Ladeplads,,,,bro,1.0,2,,"55.4052726, 12.2889256",way/1207255991 way/1238244228,ok,2026-09-24
k-way1207255993,,,,Strøby Ladeplads,,,,bro,1.0,3,,"55.4005731, 12.3052988",way/1207255993 way/1207255998 way/1207256003,ok,2026-09-24
k-way1207255999,,,,Strøby Ladeplads,,,,bro,1.0,1,,"55.4013179, 12.3010583",way/1207255999,ok,2026-09-24
k-way1207256002,,,,Strøby Ladeplads,,,,bro,1.0,1,,"55.4007924, 12.3029036",way/1207256002,ok,2026-09-24
k-way1208703603,,,,Gladsaxe,,,,bro,1.0,1,,"55.7252577, 12.4759009",way/1208703603,ok,2026-09-24
k-way1208749951,på kortet,,,Brabrand,,,,bro,1.0,1,brabrand-soe-rostadion,"56.1502677, 10.1049163",way/1208749951,ok,2026-09-24
k-way1209065598,,,,Asmild,,,,bro,1.0,1,,"56.4347384, 9.4266802",way/1209065598,ok,2026-09-24
k-way120943760,,,,Nordby,,,,bro,1.0,1,,"55.4502278, 8.4083695",way/120943760,ok,2026-09-24
k-way120943762,,,,Nordby,,,,bro,1.0,1,,"55.4518582, 8.4091983",way/120943762,ok,2026-09-24
k-way1209685647,,,,Livbjerggård Strand,,,,bro,1.0,1,,"56.4708679, 8.6826282",way/1209685647,ok,2026-09-24
k-way1210442377,,,,Hillerød,,,,bro,1.0,1,,"55.9327370, 12.2995858",way/1210442377,ok,2026-09-24
k-way1210581871,,,,Hovedsbanke,,,,bro,1.0,1,,"55.6899466, 9.9033039",way/1210581871,ok,2026-09-24
k-way1210700785,,,,Pindsmølle,,,,bro,1.0,3,,"56.0394450, 9.6922681",way/1210700785 way/1210741819 way/1210741820,ok,2026-09-24
k-way1210711311,,,,Pindsmølle,,,,bro,1.0,1,,"56.0407044, 9.6939631",way/1210711311,ok,2026-09-24
k-way1210757634,,,,Skanderborg,,,,bro,1.0,17,,"56.0299334, 9.9281473",way/833166350 way/833166351 way/833166352 way/833166353 way/901926881 way/901926882 way/901926883 way/901926884 way/901926885 way/901926886 way/901926887 way/901926888 way/901926889 way/901926890 way/901926891 way/983859926 way/983859927,ok,2026-09-24
k-way1210769346,,,,Havneby,,,,bro,1.0,3,,"55.0862918, 8.5702289",way/1210769346 way/1210769348 way/210640865,ok,2026-09-24
k-way1210924273,,,,Gammelstrup,,,,bro,1.0,3,,"55.9771867, 9.7003655",way/1210924273 way/1346584896 way/1346844018,ok,2026-09-24
k-way1211818876,,,,Houlkær,,,,bro,1.0,5,,"56.4604695, 9.4328426",way/1211818876 way/1211818877 way/1211818878 way/1211818879 way/1211818880,ok,2026-09-24
k-way1211818881,,,,Houlkær,,,,bro,1.0,1,,"56.4615539, 9.4334364",way/1211818881,ok,2026-09-24
k-way1211819164,,,,Overlund,,,,bro,1.0,3,,"56.4576886, 9.4202460",way/1211819164 way/1211819165 way/1211819166,ok,2026-09-24
k-way1211819167,på kortet,,,Viborg,,,,bro,1.0,2,viborg-baadelaug,"56.4565082, 9.4192891",way/1211819167 way/1413781665,ok,2026-09-24
k-way121202079,,,,Rud,,,,bro,1.0,1,,"55.4154399, 9.8260220",way/121202079,ok,2026-09-24
k-way121211144,,,,Assens,,,,bro,1.0,3,,"55.2664014, 9.8858296",way/121211144 way/121211147 way/121211151,ok,2026-09-24
k-way121390839,,,,Fruens Bøge,,,,bro,1.0,1,,"55.3738088, 10.3747598",way/121390839,ok,2026-09-24
k-way1214508405,,,,Stige,,,,bro,1.0,2,,"55.4376777, 10.4228339",way/1214508405 way/1214508406,ok,2026-09-24
k-way1214516517,på kortet,,,Ry,,,,bro,1.0,7,soender-ege-ved-knud-soe,"56.0982002, 9.7661085",way/1214516517 way/1214516518 way/1214516519 way/1214516520 way/1214516521 way/1214516522 way/1214516523,ok,2026-09-24
k-way1214516524,på kortet,,,Ry,,,,bro,1.0,5,soender-ege-ved-knud-soe,"56.0984204, 9.7680073",way/1214516524 way/1214516525 way/1214516526 way/1214516527 way/1214516528,ok,2026-09-24
k-way1214516529,,,,Ry,,,,bro,1.0,1,,"56.0973862, 9.7721908",way/1214516529,ok,2026-09-24
k-way121480700,,,,Faaborg,,,,bro,1.0,1,,"55.0994468, 10.2259027",way/121480700,ok,2026-09-24
k-way121480714,,,,Faaborg,,,,bro,1.0,1,,"55.1006123, 10.2289292",way/121480714,ok,2026-09-24
k-way1214984613,,,Bro 200,Anholt,,,,bro,1.0,6,,"56.7140876, 11.5114878",way/1214984613 way/1214984614 way/1214984615 way/93299942 way/93299944 way/93299946,ok,2026-09-24
k-way1215018243,,,,Bredballe,,,,bro,1.0,4,,"55.7068932, 9.5996837",way/1215018243 way/234894418 way/556997952 way/87696698,ok,2026-09-24
k-way1215018244,,,,Bredballe,,,,bro,1.0,4,,"55.7070602, 9.5963470",way/1215018244 way/1215018245 way/556997950 way/556997951,ok,2026-09-24
k-way1215018246,,,,Bredballe,,,,bro,1.0,2,,"55.7057798, 9.5942400",way/1215018246 way/1215018247,ok,2026-09-24
k-way1215018248,,,,Bredballe,,,,bro,1.0,3,,"55.7061899, 9.5913102",way/1215018248 way/1215018249 way/87700943,ok,2026-09-24
k-way1215021750,,,,Ibæk,,,,bro,1.0,1,,"55.6929269, 9.6087157",way/1215021750,ok,2026-09-24
k-way1215722447,,,,Drejet,,,,bro,1.0,1,,"55.3735563, 10.7741200",way/1215722447,ok,2026-09-24
k-way1219535059,,,,Haderslev,,,,bro,1.0,1,,"55.2518611, 9.5111876",way/1219535059,ok,2026-09-24
k-way1219570736,,,,Lysbro,,,,bro,1.0,1,,"56.1553862, 9.5137835",way/1219570736,ok,2026-09-24
k-way1219870481,,,,Indre By,,,,bro,1.0,1,,"55.6893024, 12.6229912",way/1219870481,ok,2026-09-24
k-way1219870482,,,,Indre By,,,,bro,1.0,1,,"55.6881421, 12.6205114",way/1219870482,ok,2026-09-24
k-way122203095,,,Sejlskibsbroen,Svendborg,,,,bro,1.0,6,,"55.0567716, 10.6147640",way/122203095 way/231447938 way/231447939 way/650996517 way/914683870 way/914683872,ok,2026-09-24
k-way1224026964,,,,Tved,,,,bro,1.0,1,,"55.4922865, 9.5021114",way/1224026964,ok,2026-09-24
k-way1224026967,,,,Kolding,,,,bro,1.0,1,,"55.4960826, 9.4988038",way/1224026967,ok,2026-09-24
k-way1225050915,,,,Lønborg,,,,bro,1.0,1,,"55.9181629, 8.4086651",way/1225050915,ok,2026-09-24
k-way122528963,,,,Strynø By,,,,bro,1.0,1,,"54.9126468, 10.5902632",way/122528963,ok,2026-09-24
k-way122539713,,,,Strynø By,,,,bro,1.0,1,,"54.9178813, 10.6053816",way/122539713,ok,2026-09-24
k-way122539714,,,,Strynø By,,,,bro,1.0,1,,"54.9187411, 10.6089907",way/122539714,ok,2026-09-24
k-way1225864074,,,,Boes,,,,bro,1.0,1,,"56.0495085, 9.7765585",way/1225864074,ok,2026-09-24
k-way1227086396,,,,Svineholm,,,,bro,1.0,1,,"55.7909120, 12.0566550",way/1227086396,ok,2026-09-24
k-way1227220800,,,,Mejdal,,,,bro,1.0,1,,"56.3524755, 8.6396073",way/1227220800,ok,2026-09-24
k-way1227329448,,,,Lemvig,,,,bro,1.0,1,,"56.5518723, 8.3317067",way/1227329448,ok,2026-09-24
k-way1227948930,,,,Skovby,,,,bro,1.0,2,,"54.7465641, 11.5546844",way/1227948930 way/1227948931,ok,2026-09-24
k-way1227948932,,,,Mallehøj,,,,bro,1.0,1,,"54.7545545, 11.4933508",way/1227948932,ok,2026-09-24
k-way1227948933,,,,Maribo,,,,bro,1.0,1,,"54.7692970, 11.4948217",way/1227948933,ok,2026-09-24
k-way1227948935,,,,Maribo,,,,bro,1.0,1,,"54.7679180, 11.5078575",way/1227948935,ok,2026-09-24
k-way1227948936,,,,Maribo,,,,bro,1.0,5,,"54.7658930, 11.5105550",way/1227948936 way/1227948937 way/903248855 way/903248856 way/904100379,ok,2026-09-24
k-way1228090067,,,,Håred,,,,bro,1.0,1,,"54.7573795, 11.4907312",way/1228090067,ok,2026-09-24
k-way1228463172,,,,Birgittelyst,,,,bro,1.0,2,,"56.4049316, 9.4003525",way/1228463172 way/1228463173,ok,2026-09-24
k-way1228465386,,,,Birgittelyst,,,,bro,1.0,1,,"56.4067824, 9.3812127",way/1228465386,ok,2026-09-24
k-way1228465387,,,,Birgittelyst,,,,bro,1.0,2,,"56.4051402, 9.3803290",way/1228465387 way/494828034,ok,2026-09-24
k-way1228465388,,,,Birgittelyst,,,,bro,1.0,1,,"56.4045557, 9.3879786",way/1228465388,ok,2026-09-24
k-way1228465397,,,,Tostrup,,,,bro,1.0,1,,"56.3964990, 9.4152943",way/1228465397,ok,2026-09-24
k-way1228465399,,,,Rindsholm,,,,bro,1.0,1,,"56.4020120, 9.4191057",way/1228465399,ok,2026-09-24
k-way1228980937,,,,Vollerup Overdrev,,,,bro,1.0,1,,"55.7349545, 11.0784362",way/1228980937,ok,2026-09-24
k-way1228980944,,,,Svenstrup Overdrev,,,,bro,1.0,1,,"55.7372124, 11.0885031",way/1228980944,ok,2026-09-24
k-way1228980945,,,,Vollerup Overdrev,,,,bro,1.0,1,,"55.7354054, 11.0817970",way/1228980945,ok,2026-09-24
k-way1228980946,,,,Vollerup Overdrev,,,,bro,1.0,1,,"55.7360062, 11.0844744",way/1228980946,ok,2026-09-24
k-way1230790734,,,,Gellerup,,,,bro,1.0,1,,"56.1499441, 10.1415983",way/1230790734,ok,2026-09-24
k-way1231871235,,,,Birkeby,,,,bro,1.0,1,,"55.9529798, 8.7237260",way/1231871235,ok,2026-09-24
k-way1231885242,,,,Mejrup Kirkeby,,,,bro,1.0,1,,"56.3502657, 8.6867274",way/1231885242,ok,2026-09-24
k-way1232385136,,,,Skarrild,,,,bro,1.0,1,,"55.9756228, 8.8971332",way/1232385136,ok,2026-09-24
k-way1232387484,,,,Sønder Felding,,,,bro,1.0,1,,"55.9417935, 8.7863657",way/1232387484,ok,2026-09-24
k-way123318934,,,,Nab,,,,bro,1.0,1,,"55.0522919, 10.3312936",way/123318934,ok,2026-09-24
k-way1234242472,,,,Handrup Strand,,,,bro,1.0,1,,"56.2264903, 10.6358517",way/1234242472,ok,2026-09-24
k-way1235903928,,,,Fuglevad,,,,bro,1.0,1,,"56.1508372, 10.5461592",way/1235903928,ok,2026-09-24
k-way1236588961,,,,Vorgod,,,,bro,1.0,1,,"56.0874509, 8.7086179",way/1236588961,ok,2026-09-24
k-way1236593784,,,,Barde,,,,bro,1.0,1,,"56.1140403, 8.6923815",way/1236593784,ok,2026-09-24
k-way1236706018,,,,Vestbirk,,,,bro,1.0,1,,"55.9641319, 9.7169364",way/1236706018,ok,2026-09-24
k-way1236781401,,,,Skive,,,,bro,1.0,1,,"56.5672398, 9.0370941",way/1236781401,ok,2026-09-24
